dataset,publishTime,startTime,generation
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T00:00:00Z,6848
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T01:00:00Z,6697
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T02:00:00Z,6553
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T03:00:00Z,6415
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T04:00:00Z,6121
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T05:00:00Z,5836
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T06:00:00Z,5560
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T07:00:00Z,5618
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T08:00:00Z,5697
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T09:00:00Z,5796
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T10:00:00Z,5910
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T11:00:00Z,6043
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T12:00:00Z,6189
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T13:00:00Z,6492
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T14:00:00Z,6791
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T15:00:00Z,7082
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T16:00:00Z,7399
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T17:00:00Z,7714
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T18:00:00Z,8019
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T19:00:00Z,8414
WINDFOR,2022-05-10T08:30:00Z,2022-05-12T20:00:00Z,8794
WINDFOR,2022-05-10T05:30:00Z,2022-05-10T20:00:00Z,11932
WINDFOR,2022-05-10T05:30:00Z,2022-05-10T21:00:00Z,12211
WINDFOR,2022-05-10T05:30:00Z,2022-05-10T22:00:00Z,12639
WINDFOR,2022-05-10T05:30:00Z,2022-05-10T23:00:00Z,12906
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T00:00:00Z,13094
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T01:00:00Z,13073
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T02:00:00Z,13173
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T03:00:00Z,13149
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T04:00:00Z,13391
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T05:00:00Z,13491
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T06:00:00Z,13731
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T07:00:00Z,13923
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T08:00:00Z,14117
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T09:00:00Z,14186
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T10:00:00Z,14282
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T11:00:00Z,14268
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T12:00:00Z,13933
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T13:00:00Z,13503
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T14:00:00Z,12953
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T15:00:00Z,12453
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T16:00:00Z,11258
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T17:00:00Z,10658
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T18:00:00Z,10025
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T19:00:00Z,9217
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T20:00:00Z,8389
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T21:00:00Z,7578
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T22:00:00Z,7131
WINDFOR,2022-05-10T05:30:00Z,2022-05-11T23:00:00Z,6689
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T00:00:00Z,6258
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T01:00:00Z,6026
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T02:00:00Z,5799
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T03:00:00Z,5578
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T04:00:00Z,5302
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T05:00:00Z,5043
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T06:00:00Z,4801
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T07:00:00Z,4898
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T08:00:00Z,5016
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T09:00:00Z,5153
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T10:00:00Z,5366
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T11:00:00Z,5591
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T12:00:00Z,5823
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T13:00:00Z,6091
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T14:00:00Z,6364
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T15:00:00Z,6636
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T16:00:00Z,6943
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T17:00:00Z,7255
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T18:00:00Z,7564
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T19:00:00Z,8010
WINDFOR,2022-05-10T05:30:00Z,2022-05-12T20:00:00Z,8452
WINDFOR,2022-05-10T03:30:00Z,2022-05-10T20:00:00Z,11932
WINDFOR,2022-05-10T03:30:00Z,2022-05-10T21:00:00Z,12211
WINDFOR,2022-05-10T03:30:00Z,2022-05-10T22:00:00Z,12639
WINDFOR,2022-05-10T03:30:00Z,2022-05-10T23:00:00Z,12906
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T00:00:00Z,13094
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T01:00:00Z,13073
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T02:00:00Z,13173
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T03:00:00Z,13149
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T04:00:00Z,13391
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T05:00:00Z,13491
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T06:00:00Z,13731
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T07:00:00Z,13923
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T08:00:00Z,14117
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T09:00:00Z,14186
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T10:00:00Z,14282
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T11:00:00Z,14268
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T12:00:00Z,13933
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T13:00:00Z,13503
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T14:00:00Z,12953
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T15:00:00Z,12453
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T16:00:00Z,11258
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T17:00:00Z,10658
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T18:00:00Z,10025
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T19:00:00Z,9217
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T20:00:00Z,8389
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T21:00:00Z,7578
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T22:00:00Z,7131
WINDFOR,2022-05-10T03:30:00Z,2022-05-11T23:00:00Z,6689
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T00:00:00Z,6258
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T01:00:00Z,6026
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T02:00:00Z,5799
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T03:00:00Z,5578
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T04:00:00Z,5302
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T05:00:00Z,5043
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T06:00:00Z,4801
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T07:00:00Z,4898
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T08:00:00Z,5016
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T09:00:00Z,5153
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T10:00:00Z,5366
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T11:00:00Z,5591
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T12:00:00Z,5823
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T13:00:00Z,6091
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T14:00:00Z,6364
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T15:00:00Z,6636
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T16:00:00Z,6943
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T17:00:00Z,7255
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T18:00:00Z,7564
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T19:00:00Z,8010
WINDFOR,2022-05-10T03:30:00Z,2022-05-12T20:00:00Z,8452
WINDFOR,2022-05-09T23:30:00Z,2022-05-09T20:00:00Z,14455
WINDFOR,2022-05-09T23:30:00Z,2022-05-09T21:00:00Z,14404
WINDFOR,2022-05-09T23:30:00Z,2022-05-09T22:00:00Z,14085
WINDFOR,2022-05-09T23:30:00Z,2022-05-09T23:00:00Z,13602
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T00:00:00Z,13012
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T01:00:00Z,12673
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T02:00:00Z,12247
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T03:00:00Z,11899
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T04:00:00Z,11654
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T05:00:00Z,11705
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T06:00:00Z,11932
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T07:00:00Z,12687
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T08:00:00Z,13467
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T09:00:00Z,14001
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T10:00:00Z,14172
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T11:00:00Z,14237
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T12:00:00Z,13982
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T13:00:00Z,13301
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T14:00:00Z,12993
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T15:00:00Z,12423
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T16:00:00Z,12272
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T17:00:00Z,12016
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T18:00:00Z,11543
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T19:00:00Z,11698
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T20:00:00Z,12102
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T21:00:00Z,12476
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T22:00:00Z,12615
WINDFOR,2022-05-09T23:30:00Z,2022-05-10T23:00:00Z,12859
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T00:00:00Z,13253
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T01:00:00Z,13107
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T02:00:00Z,13133
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T03:00:00Z,13090
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T04:00:00Z,13306
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T05:00:00Z,13438
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T06:00:00Z,13602
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T07:00:00Z,13745
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T08:00:00Z,13827
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T09:00:00Z,13773
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T10:00:00Z,13944
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T11:00:00Z,13826
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T12:00:00Z,13669
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T13:00:00Z,13419
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T14:00:00Z,13135
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T15:00:00Z,12819
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T16:00:00Z,12201
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T17:00:00Z,11523
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T18:00:00Z,10792
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T19:00:00Z,9905
WINDFOR,2022-05-09T23:30:00Z,2022-05-11T20:00:00Z,9003
WINDFOR,2022-05-09T19:30:00Z,2022-05-09T20:00:00Z,14454
WINDFOR,2022-05-09T19:30:00Z,2022-05-09T21:00:00Z,14405
WINDFOR,2022-05-09T19:30:00Z,2022-05-09T22:00:00Z,14086
WINDFOR,2022-05-09T19:30:00Z,2022-05-09T23:00:00Z,13602
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T00:00:00Z,13011
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T01:00:00Z,12673
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T02:00:00Z,12247
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T03:00:00Z,11900
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T04:00:00Z,11654
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T05:00:00Z,11704
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T06:00:00Z,11932
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T07:00:00Z,12687
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T08:00:00Z,13467
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T09:00:00Z,14000
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T10:00:00Z,14171
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T11:00:00Z,14236
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T12:00:00Z,13981
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T13:00:00Z,13301
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T14:00:00Z,12993
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T15:00:00Z,12423
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T16:00:00Z,12272
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T17:00:00Z,12016
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T18:00:00Z,11543
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T19:00:00Z,11697
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T20:00:00Z,12102
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T21:00:00Z,12476
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T22:00:00Z,12615
WINDFOR,2022-05-09T19:30:00Z,2022-05-10T23:00:00Z,12860
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T00:00:00Z,13255
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T01:00:00Z,13108
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T02:00:00Z,13134
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T03:00:00Z,13091
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T04:00:00Z,13307
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T05:00:00Z,13439
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T06:00:00Z,13603
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T07:00:00Z,13746
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T08:00:00Z,13828
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T09:00:00Z,13775
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T10:00:00Z,13946
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T11:00:00Z,13828
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T12:00:00Z,13671
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T13:00:00Z,13421
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T14:00:00Z,13137
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T15:00:00Z,12821
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T16:00:00Z,12203
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T17:00:00Z,11525
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T18:00:00Z,10795
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T19:00:00Z,9907
WINDFOR,2022-05-09T19:30:00Z,2022-05-11T20:00:00Z,9004
WINDFOR,2022-05-09T16:30:00Z,2022-05-09T20:00:00Z,14502
WINDFOR,2022-05-09T16:30:00Z,2022-05-09T21:00:00Z,14542
WINDFOR,2022-05-09T16:30:00Z,2022-05-09T22:00:00Z,14344
WINDFOR,2022-05-09T16:30:00Z,2022-05-09T23:00:00Z,13888
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T00:00:00Z,13244
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T01:00:00Z,12813
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T02:00:00Z,12317
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T03:00:00Z,12069
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T04:00:00Z,11938
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T05:00:00Z,12213
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T06:00:00Z,12558
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T07:00:00Z,13092
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T08:00:00Z,13786
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T09:00:00Z,14283
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T10:00:00Z,14391
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T11:00:00Z,14364
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T12:00:00Z,14293
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T13:00:00Z,13708
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T14:00:00Z,13535
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T15:00:00Z,12902
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T16:00:00Z,13004
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T17:00:00Z,12639
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T18:00:00Z,12360
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T19:00:00Z,12470
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T20:00:00Z,12808
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T21:00:00Z,13313
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T22:00:00Z,13398
WINDFOR,2022-05-09T16:30:00Z,2022-05-10T23:00:00Z,13427
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T00:00:00Z,13684
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T01:00:00Z,13594
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T02:00:00Z,13481
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T03:00:00Z,13440
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T04:00:00Z,13390
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T05:00:00Z,13400
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T06:00:00Z,13377
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T07:00:00Z,13431
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T08:00:00Z,13443
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T09:00:00Z,13416
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T10:00:00Z,13315
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T11:00:00Z,13173
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T12:00:00Z,12987
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T13:00:00Z,12762
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T14:00:00Z,12511
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T15:00:00Z,12235
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T16:00:00Z,11748
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T17:00:00Z,11218
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T18:00:00Z,10650
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T19:00:00Z,9994
WINDFOR,2022-05-09T16:30:00Z,2022-05-11T20:00:00Z,9335
WINDFOR,2022-05-09T12:30:00Z,2022-05-09T20:00:00Z,14295
WINDFOR,2022-05-09T12:30:00Z,2022-05-09T21:00:00Z,14326
WINDFOR,2022-05-09T12:30:00Z,2022-05-09T22:00:00Z,14122
WINDFOR,2022-05-09T12:30:00Z,2022-05-09T23:00:00Z,13688
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T00:00:00Z,13075
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T01:00:00Z,12658
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T02:00:00Z,12235
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T03:00:00Z,12004
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T04:00:00Z,12085
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T05:00:00Z,12402
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T06:00:00Z,12733
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T07:00:00Z,13149
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T08:00:00Z,13720
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T09:00:00Z,14117
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T10:00:00Z,14266
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T11:00:00Z,14178
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T12:00:00Z,14189
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T13:00:00Z,13826
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T14:00:00Z,13648
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T15:00:00Z,13088
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T16:00:00Z,13178
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T17:00:00Z,12740
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T18:00:00Z,12471
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T19:00:00Z,12627
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T20:00:00Z,12881
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T21:00:00Z,13316
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T22:00:00Z,13205
WINDFOR,2022-05-09T12:30:00Z,2022-05-10T23:00:00Z,13400
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T00:00:00Z,13559
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T01:00:00Z,13499
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T02:00:00Z,13432
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T03:00:00Z,13345
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T04:00:00Z,13299
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T05:00:00Z,13221
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T06:00:00Z,13103
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T07:00:00Z,13060
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T08:00:00Z,12979
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T09:00:00Z,12858
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T10:00:00Z,12656
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T11:00:00Z,12418
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T12:00:00Z,12146
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T13:00:00Z,11864
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T14:00:00Z,11552
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T15:00:00Z,11211
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T16:00:00Z,10812
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T17:00:00Z,10374
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T18:00:00Z,9902
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T19:00:00Z,9419
WINDFOR,2022-05-09T12:30:00Z,2022-05-11T20:00:00Z,8945
WINDFOR,2022-05-09T10:30:00Z,2022-05-09T20:00:00Z,14295
WINDFOR,2022-05-09T10:30:00Z,2022-05-09T21:00:00Z,14326
WINDFOR,2022-05-09T10:30:00Z,2022-05-09T22:00:00Z,14122
WINDFOR,2022-05-09T10:30:00Z,2022-05-09T23:00:00Z,13688
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T00:00:00Z,13075
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T01:00:00Z,12658
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T02:00:00Z,12235
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T03:00:00Z,12004
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T04:00:00Z,12085
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T05:00:00Z,12402
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T06:00:00Z,12733
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T07:00:00Z,13149
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T08:00:00Z,13720
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T09:00:00Z,14117
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T10:00:00Z,14266
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T11:00:00Z,14178
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T12:00:00Z,14189
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T13:00:00Z,13826
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T14:00:00Z,13648
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T15:00:00Z,13088
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T16:00:00Z,13178
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T17:00:00Z,12740
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T18:00:00Z,12471
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T19:00:00Z,12627
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T20:00:00Z,12881
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T21:00:00Z,13316
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T22:00:00Z,13205
WINDFOR,2022-05-09T10:30:00Z,2022-05-10T23:00:00Z,13400
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T00:00:00Z,13559
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T01:00:00Z,13499
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T02:00:00Z,13432
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T03:00:00Z,13345
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T04:00:00Z,13299
WINDFOR,2022-05-09T10:30:00Z,2022-05-11T05:00:00Z,13221
