dataset,publishTime,startTime,settlementDate,settlementPeriod,fuelType,generation
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,INTIFA2,-1028
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,INTIRL,-76
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,INTNED,1060
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,INTNEM,866
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,INTNSL,182
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,NPSHYD,225
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,NUCLEAR,4813
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,OCGT,0
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,OIL,0
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,OTHER,157
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,PS,-166
FUELHH,2022-05-21T13:00:00Z,2022-05-21T12:30:00Z,2022-05-21,28,WIND,6015
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,BIOMASS,132
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,CCGT,9478
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,COAL,0
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTELEC,0
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTEW,0
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTFR,-720
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTIFA2,-1028
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTIRL,-48
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTNED,1058
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTNEM,866
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,INTNSL,182
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,NPSHYD,222
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,NUCLEAR,4813
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,OCGT,0
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,OIL,0
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,OTHER,155
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,PS,-16
FUELHH,2022-05-21T12:30:00Z,2022-05-21T12:00:00Z,2022-05-21,27,WIND,5886
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,BIOMASS,133
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,CCGT,10375
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,COAL,0
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTELEC,0
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTEW,0
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTFR,-720
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTIFA2,-1028
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTIRL,-138
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTNED,1062
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTNEM,982
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,INTNSL,38
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,NPSHYD,210
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,NUCLEAR,4812
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,OCGT,0
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,OIL,0
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,OTHER,177
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,PS,-10
FUELHH,2022-05-21T12:00:00Z,2022-05-21T11:30:00Z,2022-05-21,26,WIND,5720
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,BIOMASS,135
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,CCGT,10742
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,COAL,0
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTELEC,0
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTEW,0
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTFR,-720
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTIFA2,-1028
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTIRL,-60
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTNED,1060
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTNEM,984
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,INTNSL,50
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,NPSHYD,210
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,NUCLEAR,4808
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,OCGT,0
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,OIL,0
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,OTHER,180
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,PS,-10
FUELHH,2022-05-21T11:30:00Z,2022-05-21T11:00:00Z,2022-05-21,25,WIND,5610
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,BIOMASS,136
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,CCGT,10770
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,COAL,0
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTELEC,0
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTEW,0
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTFR,-720
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTIFA2,-1028
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTIRL,-190
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTNED,1060
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTNEM,978
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,INTNSL,268
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,NPSHYD,328
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,NUCLEAR,4811
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,OCGT,0
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,OIL,0
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,OTHER,180
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,PS,12
FUELHH,2022-05-21T11:00:00Z,2022-05-21T10:30:00Z,2022-05-21,24,WIND,5511
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,BIOMASS,141
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,CCGT,10880
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,COAL,0
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTELEC,0
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTEW,0
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTFR,-714
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTIFA2,-1028
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTIRL,-188
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTNED,1060
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTNEM,978
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,INTNSL,272
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,NPSHYD,349
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,NUCLEAR,4942
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,OCGT,0
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,OIL,0
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,OTHER,177
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,PS,144
FUELHH,2022-05-21T10:30:00Z,2022-05-21T10:00:00Z,2022-05-21,23,WIND,5506
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,BIOMASS,146
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,CCGT,10969
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,COAL,0
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTELEC,0
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTEW,0
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTFR,-484
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTIFA2,-1028
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTIRL,-130
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTNED,1002
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTNEM,920
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,INTNSL,244
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,NPSHYD,359
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,NUCLEAR,5011
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,OCGT,0
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,OIL,0
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,OTHER,195
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,PS,254
FUELHH,2022-05-21T10:00:00Z,2022-05-21T09:30:00Z,2022-05-21,22,WIND,5433
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,BIOMASS,146
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,CCGT,10995
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,COAL,0
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTELEC,0
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTEW,0
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTFR,-490
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTIFA2,-1028
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTIRL,-74
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTNED,1002
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTNEM,918
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,INTNSL,218
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,NPSHYD,368
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,NUCLEAR,5010
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,OCGT,0
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,OIL,0
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,OTHER,435
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,PS,426
FUELHH,2022-05-21T09:30:00Z,2022-05-21T09:00:00Z,2022-05-21,21,WIND,5602
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,BIOMASS,363
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,CCGT,11401
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,COAL,0
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTELEC,0
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTEW,0
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTFR,-710
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTIFA2,-1028
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTIRL,-64
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTNED,1004
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTNEM,752
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,INTNSL,18
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,NPSHYD,399
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,NUCLEAR,5012
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,OCGT,0
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,OIL,0
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,OTHER,510
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,PS,152
FUELHH,2022-05-21T09:00:00Z,2022-05-21T08:30:00Z,2022-05-21,20,WIND,5658
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,BIOMASS,449
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,CCGT,11660
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,COAL,0
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTELEC,0
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTEW,0
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTFR,-714
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTIFA2,-1028
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTIRL,-38
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTNED,1002
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTNEM,738
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,INTNSL,-30
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,NPSHYD,401
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,NUCLEAR,5016
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,OCGT,1
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,OIL,0
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,OTHER,507
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,PS,180
FUELHH,2022-05-21T08:30:00Z,2022-05-21T08:00:00Z,2022-05-21,19,WIND,5471
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,BIOMASS,449
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,CCGT,11901
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,COAL,0
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTELEC,0
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTEW,0
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTFR,-720
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTIFA2,-1028
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTIRL,96
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTNED,916
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTNEM,248
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,INTNSL,-258
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,NPSHYD,402
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,NUCLEAR,5011
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,OCGT,0
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,OIL,0
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,OTHER,518
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,PS,70
FUELHH,2022-05-21T08:00:00Z,2022-05-21T07:30:00Z,2022-05-21,18,WIND,5451
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,BIOMASS,449
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,CCGT,11410
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,COAL,0
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTELEC,0
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTEW,28
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTFR,-720
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTIFA2,-1028
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTIRL,102
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTNED,744
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTNEM,244
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,INTNSL,-290
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,NPSHYD,341
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,NUCLEAR,5016
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,OCGT,0
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,OIL,0
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,OTHER,490
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,PS,100
FUELHH,2022-05-21T07:30:00Z,2022-05-21T07:00:00Z,2022-05-21,17,WIND,5828
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,BIOMASS,450
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,CCGT,11442
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,COAL,0
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTELEC,0
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTEW,130
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTFR,-720
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTIFA2,-1028
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTIRL,222
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTNED,-262
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTNEM,-46
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,INTNSL,-496
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,NPSHYD,322
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,NUCLEAR,5016
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,OCGT,1
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,OIL,0
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,OTHER,278
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,PS,178
FUELHH,2022-05-21T07:00:00Z,2022-05-21T06:30:00Z,2022-05-21,16,WIND,6142
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,BIOMASS,451
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,CCGT,10417
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,COAL,0
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTELEC,0
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTEW,34
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTFR,-720
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTIFA2,-1028
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTIRL,244
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTNED,-284
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTNEM,-48
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,INTNSL,-502
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,NPSHYD,302
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,NUCLEAR,5018
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,OCGT,0
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,OIL,0
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,OTHER,200
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,PS,-14
FUELHH,2022-05-21T06:30:00Z,2022-05-21T06:00:00Z,2022-05-21,15,WIND,6765
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,BIOMASS,450
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,CCGT,8764
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,COAL,0
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTELEC,0
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTEW,0
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTFR,-720
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTIFA2,-1028
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTIRL,146
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTNED,-678
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTNEM,222
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,INTNSL,-348
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,NPSHYD,229
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,NUCLEAR,5023
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,OCGT,2
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,OIL,0
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,OTHER,194
FUELHH,2022-05-21T06:00:00Z,2022-05-21T05:30:00Z,2022-05-21,14,PS,-12
